/* DATA DESCRIPTION:
Citation:	Krumpen, Thomas; Itkin, Polona; Krocker, Ralf; Bartsch, Annekathrin (2021): Ice radar raw data (sigma S6 ice radar) of RV POLARSTERN during cruise PS122/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.929435
Abstract:	The radar system on board of Polarstern features a rotating antenna that is mounted on the observation deck, above the bridge. The antenna transmit microwave pulses at short intervals, which are reflected back to the radar system by the water or pack ice. This produces an image of the positions of ice floes within a radius of 3 nautical miles (ca. 5,4 km) and their sizes in relation to the ship. The imaging technique offers an undiminished view and remains unaffected by weather or darkness, i.e., it can penetrate rain clouds and fog and therefore offers an undiminished view even at night. The sector without information is blogged by ship facilities.
	The RV Polarstern’s marine radar systems operated throughout the drift phase of MOSAiC. The imaging system, which shows Polarstern in the centre of the screen, offers vital information on floe movements, deformation and formation of cracks in the ship’s immediate vicinity.
Project(s):	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://mosaic-expedition.org/)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
Coverage:	MEDIAN LATITUDE: 87.360862 * MEDIAN LONGITUDE: 99.549625 * SOUTH-BOUND LATITUDE: 86.576287 * WEST-BOUND LONGITUDE: 49.987776 * NORTH-BOUND LATITUDE: 88.598700 * EAST-BOUND LONGITUDE: 118.710813
	DATE/TIME START: 2019-12-14T00:00:57 * DATE/TIME END: 2020-02-24T23:54:55
Event(s):	PS122/2_0_Underway-45 * LATITUDE START: 86.603192 * LONGITUDE START: 118.710813 * LATITUDE END: 88.578030 * LONGITUDE END: 49.987776 * DATE/TIME START: 2019-12-14T00:00:57 * DATE/TIME END: 2020-02-24T23:54:55 * Sensor URI: https://hdl.handle.net/10013/sensor.998eea17-7647-4523-a696-d8d448b92aa6 * CAMPAIGN: PS122/2 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Ice radar (ICERAD)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Krumpen, Thomas (https://orcid.org/0000-0001-6234-8756, Thomas.Krumpen@awi.de, http://www.awi.de/en/about-us/organisation/staff/thomas-krumpen.html)
	LATITUDE (Latitude) * GEOCODE * PI: Krumpen, Thomas (https://orcid.org/0000-0001-6234-8756, Thomas.Krumpen@awi.de, http://www.awi.de/en/about-us/organisation/staff/thomas-krumpen.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Krumpen, Thomas (https://orcid.org/0000-0001-6234-8756, Thomas.Krumpen@awi.de, http://www.awi.de/en/about-us/organisation/staff/thomas-krumpen.html)
	Binary Object (Binary) * PI: Krumpen, Thomas (https://orcid.org/0000-0001-6234-8756, Thomas.Krumpen@awi.de, http://www.awi.de/en/about-us/organisation/staff/thomas-krumpen.html) * COMMENT: .tif ice radar image
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	19886 data points
Files:	All files referred to in data matrix can be downloaded in one go as ZIP <https://download.pangaea.de/dataset/929435/allfiles.zip> or TAR <https://download.pangaea.de/dataset/929435/allfiles.tar> (PANGAEA user account required). To download single files, use the filename from data matrix appended to "https://download.pangaea.de/dataset/929435/files/".
*/
Date/Time	Latitude	Longitude	Binary
2019-12-14T00:00:57	86.6031920	118.7108130	S6_OUT0_20191214_000057.tif
2019-12-14T00:04:24	86.6032480	118.7089820	S6_OUT0_20191214_000424.tif
2019-12-14T00:09:50	86.6033380	118.7061700	S6_OUT0_20191214_000950.tif
2019-12-14T00:14:21	86.6034110	118.7037920	S6_OUT0_20191214_001421.tif
2019-12-14T00:20:02	86.6035030	118.7008850	S6_OUT0_20191214_002002.tif
2019-12-14T00:24:42	86.6035770	118.6984380	S6_OUT0_20191214_002442.tif
2019-12-14T00:30:20	86.6036790	118.6957220	S6_OUT0_20191214_003020.tif
2019-12-14T00:34:42	86.6037560	118.6935740	S6_OUT0_20191214_003442.tif
2019-12-14T00:39:41	86.6038460	118.6913090	S6_OUT0_20191214_003941.tif
2019-12-14T00:44:22	86.6039230	118.6890860	S6_OUT0_20191214_004422.tif
2019-12-14T00:50:06	86.6040150	118.6864390	S6_OUT0_20191214_005006.tif
2019-12-14T00:54:40	86.6040950	118.6843580	S6_OUT0_20191214_005440.tif
2019-12-14T01:00:45	86.6041970	118.6816150	S6_OUT0_20191214_010045.tif
2019-12-14T01:04:24	86.6042610	118.6800170	S6_OUT0_20191214_010424.tif
2019-12-14T01:10:13	86.6043570	118.6773800	S6_OUT0_20191214_011013.tif
2019-12-14T01:14:22	86.6044310	118.6755060	S6_OUT0_20191214_011422.tif
2019-12-14T01:19:43	86.6045190	118.6730450	S6_OUT0_20191214_011943.tif
2019-12-14T01:24:20	86.6045940	118.6709250	S6_OUT0_20191214_012420.tif
2019-12-14T01:29:49	86.6046850	118.6684270	S6_OUT0_20191214_012949.tif
2019-12-14T01:34:34	86.6047650	118.6662950	S6_OUT0_20191214_013434.tif
2019-12-14T01:40:02	86.6048570	118.6638030	S6_OUT0_20191214_014002.tif
2019-12-14T01:44:31	86.6049340	118.6618030	S6_OUT0_20191214_014431.tif
2019-12-14T01:49:48	86.6050250	118.6594740	S6_OUT0_20191214_014948.tif
2019-12-14T01:54:21	86.6051030	118.6574540	S6_OUT0_20191214_015421.tif
2019-12-14T02:00:14	86.6052080	118.6548990	S6_OUT0_20191214_020014.tif
2019-12-14T02:04:41	86.6052830	118.6529900	S6_OUT0_20191214_020441.tif
2019-12-14T02:09:48	86.6053760	118.6507420	S6_OUT0_20191214_020948.tif
2019-12-14T02:14:40	86.6054590	118.6486840	S6_OUT0_20191214_021440.tif
2019-12-14T02:20:17	86.6055560	118.6462950	S6_OUT0_20191214_022017.tif
2019-12-14T02:24:16	86.6056270	118.6446380	S6_OUT0_20191214_022416.tif
2019-12-14T02:29:57	86.6057190	118.6423050	S6_OUT0_20191214_022957.tif
2019-12-14T02:34:42	86.6057980	118.6403730	S6_OUT0_20191214_023442.tif
2019-12-14T02:40:02	86.6058870	118.6381990	S6_OUT0_20191214_024002.tif
2019-12-14T02:44:28	86.6059660	118.6364110	S6_OUT0_20191214_024428.tif
2019-12-14T02:49:49	86.6060550	118.6342490	S6_OUT0_20191214_024949.tif
2019-12-14T02:54:10	86.6061280	118.6325900	S6_OUT0_20191214_025410.tif
2019-12-14T03:00:58	86.6062350	118.6298720	S6_OUT0_20191214_030058.tif
2019-12-14T03:04:44	86.6062970	118.6284230	S6_OUT0_20191214_030444.tif
2019-12-14T03:09:59	86.6063840	118.6264490	S6_OUT0_20191214_030959.tif
2019-12-14T03:14:25	86.6064560	118.6247980	S6_OUT0_20191214_031425.tif
2019-12-14T03:19:50	86.6065510	118.6228290	S6_OUT0_20191214_031950.tif
2019-12-14T03:24:40	86.6066300	118.6211380	S6_OUT0_20191214_032440.tif
2019-12-14T03:30:13	86.6067220	118.6189930	S6_OUT0_20191214_033013.tif
2019-12-14T03:34:35	86.6067840	118.6173940	S6_OUT0_20191214_033435.tif
2019-12-14T03:40:02	86.6068710	118.6153990	S6_OUT0_20191214_034002.tif
2019-12-14T03:44:23	86.6069520	118.6139570	S6_OUT0_20191214_034423.tif
2019-12-14T03:50:11	86.6070500	118.6118770	S6_OUT0_20191214_035011.tif
2019-12-14T03:54:37	86.6071250	118.6102770	S6_OUT0_20191214_035437.tif
2019-12-14T04:01:30	86.6072270	118.6075540	S6_OUT0_20191214_040130.tif
2019-12-14T04:04:35	86.6072760	118.6064080	S6_OUT0_20191214_040435.tif
2019-12-14T04:09:52	86.6073610	118.6044960	S6_OUT0_20191214_040952.tif
2019-12-14T04:14:22	86.6074380	118.6029060	S6_OUT0_20191214_041422.tif
2019-12-14T04:20:16	86.6075280	118.6007210	S6_OUT0_20191214_042016.tif
2019-12-14T04:24:13	86.6075930	118.5991970	S6_OUT0_20191214_042413.tif
2019-12-14T04:30:30	86.6076990	118.5967260	S6_OUT0_20191214_043030.tif
2019-12-14T04:34:24	86.6077570	118.5956850	S6_OUT0_20191214_043424.tif
2019-12-14T04:40:01	86.6078380	118.5938840	S6_OUT0_20191214_044001.tif
2019-12-14T04:44:27	86.6079090	118.5920830	S6_OUT0_20191214_044427.tif
2019-12-14T04:49:47	86.6079810	118.5902260	S6_OUT0_20191214_044947.tif
2019-12-14T04:54:41	86.6080700	118.5884060	S6_OUT0_20191214_045441.tif
2019-12-14T05:02:29	86.6081870	118.5855500	S6_OUT0_20191214_050229.tif
2019-12-14T05:04:23	86.6082140	118.5849850	S6_OUT0_20191214_050423.tif
2019-12-14T05:10:09	86.6083020	118.5830220	S6_OUT0_20191214_051009.tif
2019-12-14T05:14:27	86.6083690	118.5814980	S6_OUT0_20191214_051427.tif
2019-12-14T05:19:59	86.6084450	118.5797470	S6_OUT0_20191214_051959.tif
2019-12-14T05:24:25	86.6085060	118.5782310	S6_OUT0_20191214_052425.tif
2019-12-14T05:30:04	86.6085860	118.5762060	S6_OUT0_20191214_053004.tif
2019-12-14T05:34:42	86.6086520	118.5745610	S6_OUT0_20191214_053442.tif
2019-12-14T05:39:53	86.6087240	118.5726600	S6_OUT0_20191214_053953.tif
2019-12-14T05:44:45	86.6087930	118.5710160	S6_OUT0_20191214_054445.tif
2019-12-14T05:50:00	86.6088640	118.5692470	S6_OUT0_20191214_055000.tif
2019-12-14T05:54:22	86.6089270	118.5676950	S6_OUT0_20191214_055422.tif
2019-12-14T05:59:23	86.6089950	118.5659020	S6_OUT0_20191214_055923.tif
2019-12-14T06:01:00	86.6090160	118.5653090	S6_OUT0_20191214_060100.tif
2019-12-14T06:04:37	86.6090640	118.5640990	S6_OUT0_20191214_060437.tif
2019-12-14T06:10:24	86.6091340	118.5621620	S6_OUT0_20191214_061024.tif
2019-12-14T06:14:29	86.6091900	118.5608300	S6_OUT0_20191214_061429.tif
2019-12-14T06:20:18	86.6092660	118.5589280	S6_OUT0_20191214_062018.tif
2019-12-14T06:24:24	86.6093170	118.5575830	S6_OUT0_20191214_062424.tif
2019-12-14T06:30:12	86.6093930	118.5556770	S6_OUT0_20191214_063012.tif
2019-12-14T06:34:34	86.6094480	118.5542020	S6_OUT0_20191214_063434.tif
2019-12-14T06:39:48	86.6095160	118.5525030	S6_OUT0_20191214_063948.tif
2019-12-14T06:44:14	86.6095710	118.5510620	S6_OUT0_20191214_064414.tif
2019-12-14T06:49:55	86.6096400	118.5491630	S6_OUT0_20191214_064955.tif
2019-12-14T06:54:05	86.6096950	118.5478400	S6_OUT0_20191214_065405.tif
2019-12-14T07:00:51	86.6097870	118.5457460	S6_OUT0_20191214_070051.tif
2019-12-14T07:04:19	86.6098360	118.5446560	S6_OUT0_20191214_070419.tif
2019-12-14T07:09:56	86.6099140	118.5429230	S6_OUT0_20191214_070956.tif
2019-12-14T07:14:18	86.6099740	118.5415810	S6_OUT0_20191214_071418.tif
2019-12-14T07:19:54	86.6100600	118.5398010	S6_OUT0_20191214_071954.tif
2019-12-14T07:24:25	86.6101250	118.5384010	S6_OUT0_20191214_072425.tif
2019-12-14T07:30:04	86.6102030	118.5365250	S6_OUT0_20191214_073004.tif
2019-12-14T07:34:29	86.6102530	118.5350600	S6_OUT0_20191214_073429.tif
2019-12-14T07:39:37	86.6103080	118.5332690	S6_OUT0_20191214_073937.tif
2019-12-14T07:44:24	86.6103670	118.5316270	S6_OUT0_20191214_074424.tif
2019-12-14T07:50:19	86.6104480	118.5298240	S6_OUT0_20191214_075019.tif
2019-12-14T07:54:21	86.6105030	118.5285620	S6_OUT0_20191214_075421.tif
2019-12-14T08:02:36	86.6106140	118.5259890	S6_OUT0_20191214_080236.tif
2019-12-14T08:04:13	86.6106360	118.5255030	S6_OUT0_20191214_080413.tif
2019-12-14T08:10:00	86.6107090	118.5236440	S6_OUT0_20191214_081000.tif
2019-12-14T08:14:25	86.6107640	118.5221140	S6_OUT0_20191214_081425.tif
2019-12-14T08:20:02	86.6108450	118.5203600	S6_OUT0_20191214_082002.tif
2019-12-14T08:24:34	86.6109120	118.5188660	S6_OUT0_20191214_082434.tif
2019-12-14T08:29:53	86.6109890	118.5170380	S6_OUT0_20191214_082953.tif
2019-12-14T08:34:21	86.6110430	118.5155870	S6_OUT0_20191214_083421.tif
2019-12-14T08:39:43	86.6111140	118.5138250	S6_OUT0_20191214_083943.tif
2019-12-14T08:44:06	86.6111710	118.5123860	S6_OUT0_20191214_084406.tif
2019-12-14T08:49:46	86.6112460	118.5106340	S6_OUT0_20191214_084946.tif
2019-12-14T08:54:20	86.6113070	118.5091980	S6_OUT0_20191214_085420.tif
2019-12-14T09:01:59	86.6114050	118.5067450	S6_OUT0_20191214_090159.tif
2019-12-14T09:04:24	86.6114360	118.5059310	S6_OUT0_20191214_090424.tif
2019-12-14T09:10:46	86.6115130	118.5038810	S6_OUT0_20191214_091046.tif
2019-12-14T09:14:29	86.6115530	118.5026080	S6_OUT0_20191214_091429.tif
2019-12-14T09:19:53	86.6116140	118.5007220	S6_OUT0_20191214_091953.tif
2019-12-14T09:24:20	86.6116590	118.4991670	S6_OUT0_20191214_092420.tif
2019-12-14T09:29:59	86.6117120	118.4971060	S6_OUT0_20191214_092959.tif
2019-12-14T09:34:23	86.6117440	118.4955510	S6_OUT0_20191214_093423.tif
2019-12-14T09:40:05	86.6117890	118.4934330	S6_OUT0_20191214_094005.tif
2019-12-14T09:45:52	86.6118320	118.4912300	S6_OUT0_20191214_094552.tif
2019-12-14T09:50:20	86.6118660	118.4895310	S6_OUT0_20191214_095020.tif
2019-12-14T09:57:56	86.6119330	118.4865140	S6_OUT0_20191214_095756.tif
2019-12-14T10:01:13	86.6119590	118.4856030	S6_OUT0_20191214_100113.tif
2019-12-14T10:04:20	86.6119930	118.4844910	S6_OUT0_20191214_100420.tif
2019-12-14T10:10:11	86.6120650	118.4823510	S6_OUT0_20191214_101011.tif
2019-12-14T10:14:15	86.6120970	118.4807190	S6_OUT0_20191214_101415.tif
2019-12-14T10:19:47	86.6121610	118.4789250	S6_OUT0_20191214_101947.tif
2019-12-14T10:24:13	86.6122120	118.4773690	S6_OUT0_20191214_102413.tif
2019-12-14T10:30:25	86.6122810	118.4751010	S6_OUT0_20191214_103025.tif
2019-12-14T10:34:22	86.6123170	118.4736810	S6_OUT0_20191214_103422.tif
2019-12-14T10:39:43	86.6123710	118.4717720	S6_OUT0_20191214_103943.tif
2019-12-14T10:44:33	86.6124230	118.4700720	S6_OUT0_20191214_104433.tif
2019-12-14T10:49:50	86.6124770	118.4680520	S6_OUT0_20191214_104950.tif
2019-12-14T10:54:28	86.6125190	118.4662800	S6_OUT0_20191214_105428.tif
2019-12-14T11:01:20	86.6125860	118.4636080	S6_OUT0_20191214_110120.tif
2019-12-14T11:04:21	86.6126130	118.4625640	S6_OUT0_20191214_110421.tif
2019-12-14T11:09:42	86.6126730	118.4604240	S6_OUT0_20191214_110942.tif
2019-12-14T11:16:18	86.6127370	118.4579420	S6_OUT0_20191214_111618.tif
2019-12-14T11:19:48	86.6127710	118.4566550	S6_OUT0_20191214_111948.tif
2019-12-14T11:24:14	86.6128090	118.4549750	S6_OUT0_20191214_112414.tif
2019-12-14T11:30:02	86.6128610	118.4527560	S6_OUT0_20191214_113002.tif
2019-12-14T11:34:13	86.6128930	118.4511860	S6_OUT0_20191214_113413.tif
2019-12-14T11:40:15	86.6129350	118.4488620	S6_OUT0_20191214_114015.tif
2019-12-14T11:44:16	86.6129660	118.4472630	S6_OUT0_20191214_114416.tif
2019-12-14T11:49:46	86.6130150	118.4452000	S6_OUT0_20191214_114946.tif
2019-12-14T11:54:36	86.6130570	118.4433390	S6_OUT0_20191214_115436.tif
2019-12-14T11:59:26	86.6131070	118.4413080	S6_OUT0_20191214_115926.tif
2019-12-14T12:02:22	86.6131380	118.4402600	S6_OUT0_20191214_120222.tif
2019-12-14T12:04:30	86.6131590	118.4393380	S6_OUT0_20191214_120430.tif
2019-12-14T12:09:44	86.6132060	118.4374080	S6_OUT0_20191214_120944.tif
2019-12-14T12:14:28	86.6132640	118.4356450	S6_OUT0_20191214_121428.tif
2019-12-14T12:19:53	86.6133290	118.4336750	S6_OUT0_20191214_121953.tif
2019-12-14T12:24:37	86.6133850	118.4319010	S6_OUT0_20191214_122437.tif
2019-12-14T12:31:20	86.6134610	118.4293900	S6_OUT0_20191214_123120.tif
