datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude,u,v,speed
2020-01-25 00:00:00,12980.11960108039,-269464.4117471924,5.0,92.75781,87.50999,,,
2020-01-25 00:30:00,12961.535579118956,-269504.366913853,10.0,92.75346,87.50963,-0.011484295179320725,-0.02044421388575251,0.023448985418822815
2020-01-25 01:00:00,12938.776138434836,-269538.0109171811,10.0,92.74829,87.50933,-0.011442081662904053,-0.018934290649356422,0.022123033136866005
2020-01-25 01:30:00,12920.344085132501,-269572.53036019066,10.5,92.74403,87.50902,-0.011185172624388744,-0.018619497827166924,0.021720814578952818
2020-01-25 02:00:00,12898.509516987036,-269605.0411093589,10.0,92.73907,87.50873,-0.011393181192767972,-0.016518814973096596,0.02006678414212507
2020-01-25 02:30:00,12879.328632838537,-269631.9980940938,10.0,92.73473,87.50849,-0.008472622444181878,-0.015172900684443043,0.01737821182577847
2020-01-25 03:00:00,12868.008076187982,-269659.6635518229,10.0,92.73205,87.50824,-0.00469351620823343,-0.015594835935658517,0.016285822124076397
2020-01-25 03:30:00,12862.431974488896,-269688.1395034622,10.0,92.73058,87.50798,-0.0023883401842441443,-0.01669026436906683,0.016860281538130288
2020-01-25 04:00:00,12859.410051524703,-269719.7485035515,10.5,92.72962,87.50769,-0.0033188688501670388,-0.0164331320050567,0.016764925229186916
2020-01-25 04:30:00,12850.484046628295,-269747.2987786804,10.0,92.72745,87.50744,-0.003457857637708407,-0.014631361432030745,0.01503441108914397
2020-01-25 05:00:00,12846.961764028953,-269772.42140470684,10.0,92.72645,87.50721,-0.0026147704354020284,-0.013084149990932525,0.013342863463854831
2020-01-25 05:30:00,12841.070873060848,-269794.40171864774,10.0,92.72498,87.50701,-0.0059880891351258465,-0.01053204242269405,0.012115326206241388
2020-01-25 06:00:00,12825.4046431425,-269810.33675742854,10.0,92.7215,87.50687,-0.004753140560605971,-0.011980123907156262,0.012888588519294681
2020-01-25 06:30:00,12823.959567042666,-269837.5301647135,10.0,92.72092,87.50662,-0.002584712492853214,-0.014589315567944948,0.014816506585959873
2020-01-25 07:00:00,12816.099678168228,-269862.85829347314,10.0,92.719,87.50639,-0.002721965058181518,-0.016404111382984816,0.016628408343654935
2020-01-25 07:30:00,12814.160492833213,-269896.58496569225,9.5,92.71825,87.50608,-0.0036543105185678037,-0.015845455241861702,0.016261378698866766
2020-01-25 08:00:00,12802.944160301384,-269919.90193234384,10.0,92.71564,87.50587,-0.004598315431639498,-0.012273547102619584,0.013106657212618156
2020-01-25 08:30:00,12797.60655727931,-269940.7697352617,10.0,92.7143,87.50568,-0.005585529671118113,-0.011114529725487552,0.012439088098638388
2020-01-25 09:00:00,12782.836253485359,-269959.9142393556,10.0,92.71098,87.50551,-0.008123772002975076,-0.00822064693894289,0.011557452472369193
2020-01-25 09:30:00,12768.3609780686,-269970.3640642419,10.0,92.70781,87.50542,-0.0030626216581817467,-0.00707675937173513,0.007711042382622786
2020-01-25 10:00:00,12771.810815515904,-269985.39057309384,10.5,92.70839,87.50528,0.003652553072319683,-0.010375576703404981,0.010999715263330781
2020-01-25 10:30:00,12781.510169128951,-270007.71614037413,10.0,92.71022,87.50507,0.006657281530660839,-0.01535674541858801,0.01673765297853321
2020-01-25 11:00:00,12795.777029026283,-270040.67485660076,10.0,92.71291,87.50476,0.004968110463634426,-0.015135248874204182,0.015929779661469672
2020-01-25 11:30:00,12799.395366798035,-270062.20303632127,10.0,92.71346,87.50456,0.005924236074836497,-0.011473064967819179,0.012912311676310862
2020-01-25 12:00:00,12817.104278895695,-270081.9778904849,10.0,92.71701,87.50437,0.012005649471259656,-0.012389652406337619,0.01725222032019719
2020-01-25 12:30:00,12842.61570489457,-270106.8057849841,10.0,92.72216,87.50413,0.017584297296693877,-0.014835641813487099,0.02300660295299161
2020-01-25 13:00:00,12880.407749163793,-270135.38620101346,10.0,92.72987,87.50385,0.02160311601838708,-0.013436472614153495,0.025440782574732035
2020-01-25 13:30:00,12920.386922560763,-270155.17708639504,10.5,92.73813,87.50365,0.02058942214132407,-0.011372519254331968,0.023521447623473288
2020-01-25 14:00:00,12954.52966887256,-270176.32727032906,10.0,92.74514,87.50344,0.019430405663691898,-0.009315603781336298,0.02154811216943325
2020-01-25 14:30:00,12990.336382950054,-270188.71326000785,10.0,92.75259,87.50331,0.02272451910090644,-0.0070446535516788976,0.02379140416265177
2020-01-25 15:00:00,13036.337937635823,-270201.6880231151,10.0,92.76219,87.50317,0.027835725270833285,-0.006794304320646915,0.028652926073175634
2020-01-25 15:30:00,13090.544993925054,-270213.1727555622,10.0,92.77354,87.50304,0.029561629548042624,-0.005500165832652581,0.030068950193220676
2020-01-25 16:00:00,13142.759804008776,-270221.48862011265,10.5,92.7845,87.50294,0.029224052135097937,-0.003099607707780605,0.02938797017721801
2020-01-25 16:30:00,13195.751581611406,-270224.3313433102,10.0,92.79568,87.50289,0.029114418801776384,0.0005174736865026514,0.02911901717402998
2020-01-25 17:00:00,13247.571711695171,-270219.62571484124,10.0,92.80669,87.50291,0.029882213699203124,0.0038764759683625823,0.03013260296585968
2020-01-25 17:30:00,13303.327550928538,-270210.3760298241,10.0,92.81858,87.50297,0.031465273848436684,0.006371829291456379,0.0321039509543074
2020-01-25 18:00:00,13360.846697549543,-270196.687129392,10.0,92.83089,87.50307,0.03303001318506581,0.011580240071844956,0.035001196138520534
2020-01-25 18:30:00,13422.235598394775,-270168.68716556544,10.0,92.84417,87.5033,0.03423222174121596,0.017675878010664343,0.03852637627376426
2020-01-25 19:00:00,13484.08269581792,-270133.0539685536,10.0,92.85763,87.5036,0.03540064015222722,0.020154019515822356,0.04073560881871818
2020-01-25 19:30:00,13549.677902942793,-270096.1326953085,9.5,92.8719,87.50391,0.03477411399840295,0.020432425899004254,0.04033265466705885
2020-01-25 20:00:00,13609.269506212171,-270059.4972353172,10.0,92.8849,87.50422,0.0297899759304639,0.02018909500103392,0.03598669508163248
2020-01-25 20:30:00,13656.921816292463,-270023.45195330476,10.0,92.89537,87.50453,0.02554062784651958,0.019980320216175945,0.03242740918937775
2020-01-25 21:00:00,13701.215766459642,-269987.56808253896,10.0,92.90513,87.50484,0.023260869778750425,0.01926622445003078,0.030203567130770312
2020-01-25 21:30:00,13740.660947495964,-269954.09354528465,10.0,92.91384,87.50513,0.02252050990897159,0.015916724321367738,0.027577445126090033
2020-01-25 22:00:00,13782.28960213194,-269930.26787498203,10.5,92.92291,87.50533,0.02398403549298564,0.013885147505223155,0.02771337727110501
2020-01-25 22:30:00,13827.003475270712,-269904.10701426584,10.0,92.93266,87.50555,0.02664902923354475,0.01402605284589097,0.030114795658049035
2020-01-25 23:00:00,13878.2261073727,-269879.7740847368,10.0,92.94377,87.50575,0.037744444728290444,0.010685161099811213,0.03922774242262599
2020-01-25 23:30:00,13962.883476292558,-269865.6404343065,10.0,92.96185,87.50584,0.04441694801441271,0.013451044591282778,0.04640900636203838
2020-01-26 00:00:00,14038.127120224586,-269831.3503242082,10.0,92.97816,87.50612,0.04321257418855415,0.01581391567257621,0.046015285470163585
2020-01-26 00:30:00,14118.448743371353,-269808.71033788525,10.0,92.99542,87.50629,0.040657057114251785,0.01810373746891855,0.04450552329245278
2020-01-26 01:00:00,14184.492525835893,-269766.1768693201,10.0,93.00988,87.50665,0.03835907665341842,0.023722640849785724,0.04510191182855504
2020-01-26 01:30:00,14256.54141932366,-269723.308830826,10.0,93.02562,87.50701,0.04741246752833629,0.02240517398331172,0.05243981215019759
2020-01-26 02:00:00,14355.177408937903,-269685.5182429802,10.0,93.04694,87.50731,0.051426638537521586,0.023839322543289097,0.05668344070883376
2020-01-26 02:30:00,14441.677318058737,-269637.4872696702,10.0,93.06581,87.50771,0.05274606718421183,0.027547911564357087,0.05950659656675911
2020-01-26 03:00:00,14545.063250801066,-269586.3457613485,10.0,93.0883,87.50813,0.06382934494748699,0.02635929070432515,0.06905792845763914
2020-01-26 03:30:00,14671.46295986969,-269542.5938231346,10.0,93.11559,87.50847,0.06908020571407228,0.026069976957983777,0.07383575367048371
2020-01-26 04:00:00,14793.751991371726,-269492.49384429975,10.0,93.14209,87.50887,0.06709486306434934,0.03292830727779397,0.07473950809180248
2020-01-26 04:30:00,14913.004466901348,-269424.05191693455,10.0,93.16817,87.50944,0.06517729486916223,0.04008951250544568,0.07651959735509595
2020-01-26 05:00:00,15028.39025290071,-269348.17159928015,10.0,93.19353,87.51008,0.0658676295002326,0.04377729793166509,0.07908853539026804
2020-01-26 05:30:00,15150.127933102185,-269266.45364438056,10.0,93.22032,87.51077,0.06878226338656077,0.045782067200052554,0.08262564634354364
2020-01-26 06:00:00,15276.006401092329,-269183.35615735996,10.0,93.24802,87.51147,0.07017207442951631,0.046196521936039465,0.08401332435232255
2020-01-26 06:30:00,15402.747401048444,-269100.1461654108,10.0,93.27592,87.51217,0.07044699588699839,0.04865997241434848,0.08561876047262028
2020-01-26 07:00:00,15529.615586285523,-269008.1802566683,10.0,93.30397,87.51295,0.0743825967120367,0.051337324496012623,0.09037860133922405
2020-01-26 07:30:00,15670.524749211776,-268915.33179722517,10.0,93.33503,87.51373,0.0842223057636521,0.05466819231855981,0.10040920296230395
2020-01-26 08:00:00,15832.81588703467,-268811.3747643215,10.0,93.37079,87.5146,0.09775495569058673,0.052203896526318405,0.11082092841426268
2020-01-26 08:30:00,16022.442589697888,-268727.3977697304,10.5,93.41213,87.51527,0.11387026776606085,0.04358854522951232,0.12192784405680122
2020-01-26 09:00:00,16242.74885099249,-268654.45600149524,10.0,93.45987,87.51582,0.12146137398478711,0.04353426245459963,0.12902750628349866
2020-01-26 09:30:00,16459.703536043122,-268570.67442489386,10.0,93.50706,87.51647,0.10971097037526356,0.05467194560043734,0.12257862234671728
2020-01-26 10:00:00,16637.70834434344,-268457.63699733367,10.0,93.54638,87.51741,0.10504641752260695,0.06171160773403244,0.12183214831666131
2020-01-26 10:30:00,16837.870639124507,-268348.51263705135,10.5,93.59039,87.5183,0.1103606379664244,0.062726989447579,0.1269415047079279
2020-01-26 11:00:00,17035.006641022566,-268231.8198353224,10.0,93.63389,87.51926,0.11643143641262718,0.060188665168178786,0.1310685118548112
2020-01-26 11:30:00,17257.023810209965,-268131.8334424459,10.0,93.68249,87.52005,0.11778884870613486,0.057653312173707595,0.1311415925025913
2020-01-26 12:00:00,17459.046496364652,-268024.26791149704,10.0,93.72697,87.52092,0.11088310983813245,0.062429897646151304,0.12724997511781397
2020-01-26 12:30:00,17656.20300562724,-267907.08581091976,10.0,93.77058,87.52188,0.12200144270844955,0.05873573273620827,0.135403981931856
2020-01-26 13:00:00,17898.25169011507,-267812.8192736467,10.0,93.82346,87.5226,0.12423857635201582,0.05868114916319933,0.13739978573887704
2020-01-26 13:30:00,18103.4618804945,-267695.83367393224,9.5,93.86885,87.52355,0.12635507209050956,0.0583411480618007,0.13917361028645775
